nome,latitudine,longitudine,n__arch_,utd,regione,provincia,comune,corso_d_acqua,tipologia,altezza_ndt_2014__m_,altezza_dm_marzo_82__m_,vol__di_invaso__Mmc_,quota_max_di_reg___m_slm_,uso_prevalente,anno_inizio_lavori,anno_fine_lavori,indirizzo_google_maps
Corongiu 2,39.312806,9.283889,0087A,Cagliari,Sardegna,CA,Sinnai,Rio Bau Filixi - Rio Corr 'e Cerbu,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),19.50,21.30,0.37,154.94,Potabile,1913,1915,https://goo.gl/maps/ZDY7fp76gzVqXqHD6
Corongiu 3,39.315861,9.288667,0087B,Cagliari,Sardegna,CA,Sinnai,Rio Bau Filixi,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),41.00,44.75,4.30,201.00,Potabile,1931,1937,https://goo.gl/maps/ZbgCAjdc6RLExSyx8
Bunnari Bassa,40.716601,8.635917,0088_,Cagliari,Sardegna,SS,Sassari,Rio Bunnari,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),27.50,31.39,0.45,286.50,Potabile,1874,1879,https://goo.gl/maps/xdaXAVFdMsCmKVTr8
Muzzone,40.792556,9.025306,0091_,Cagliari,Sardegna,SS,Oschiri,Coghinas,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),54.00,58.00,258.74,164.00,Idroelettrico,1924,1926,https://goo.gl/maps/ZDsd4ocWvdr23493A
Bau Muggeris,39.951917,9.428250,0114A,Cagliari,Sardegna,NU,Villagrande Strisaili,Flumendosa,A gravità a speroni con vani interni (a.1.2.),58.70,63.00,61.43,800.00,Idroelettrico,1948,1949,https://goo.gl/maps/VSavegmfza4xzLpa6
Bau Mela,39.991972,9.415694,0114B,Cagliari,Sardegna,NU,Villagrande Strisaili,Rio Bau Mela,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),25.50,28.00,0.24,806.75,Idroelettrico,1942,1948,https://goo.gl/maps/xtq6sqsFaE9kTmZY8
Sa Teula,39.958972,9.533917,0114C,Cagliari,Sardegna,NU,Villagrande Strisaili,Rio Sa Teula,A gravità ordinaria in calcestruzzo (a.1.1.),21.69,26.19,0.11,239.50,Idroelettrico,1942,1949,https://goo.gl/maps/Ts1gWtSYZFrXjEh69
Bau Mandara,39.982500,9.425222,0114D,Cagliari,Sardegna,NU,Villagrande Strisaili,Rio Bau Mandara,A cupola (a.2.3.),19.25,24.30,0.31,803.29,Idroelettrico,1942,1949,https://goo.gl/maps/DjKKzZJn3RFoMmTy8
Bunnari Alta,40.718806,8.641500,0155_,Cagliari,Sardegna,SS,Sassari,Rio Bunnari,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),27.60,29.39,1.20,312.18,Potabile,1930,1932,https://goo.gl/maps/8FUyr3QudfXitL477
Santa Vittoria,39.966917,8.736417,0166_,Cagliari,Sardegna,OR,Villanova Truschedu,Tirso,Traversa in calcestruzzo (c.),12.00,15.25,1.48,17.30,Irriguo,1929,1930,https://goo.gl/maps/sCJZnXa6MihAcuMZ8
Mogoro,39.663861,8.758806,0193_,Cagliari,Sardegna,OR,Mogoro,Rio Mogoro,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),21.50,29.80,10.50,66.00,Laminazione,1932,1933,https://goo.gl/maps/T1JdTFf4QwtbA6xcA
Benzone,40.131389,9.027528,0198_,Cagliari,Sardegna,NU,Olzai,Taloro,A gravità ordinaria in calcestruzzo (a.1.1.),18.80,21.00,2.40,151.50,Idroelettrico,1962,1962,https://goo.gl/maps/TaNEGPGcQST2B4Vr5
Cucchinadorza,40.131333,9.130611,0198A,Cagliari,Sardegna,NU,Teti - Ollolai,Taloro,A gravità ordinaria in calcestruzzo (a.1.1.),45.50,51.50,18.80,348.00,Idroelettrico,1961,1962,https://goo.gl/maps/FV8euiVHgVgdqJoy9
Gusana,40.133694,9.187917,0198B,Cagliari,Sardegna,NU,Gavoi,Taloro,A cupola (a.2.3.),81.50,88.00,60.25,642.50,Idroelettrico,1959,1961,https://goo.gl/maps/mucL9USJh8z7T1o7A
La Maddalena,41.231833,9.427722,0258_,Cagliari,Sardegna,SS,La Maddalena,Fosso Vena Lunga e Fosso Gambino,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),16.85,23.51,0.55,16.00,Potabile,1931,1935,https://goo.gl/maps/ekDhQb4V6G6v2Tu37
Monte Pranu,39.093222,8.588639,0341_,Cagliari,Sardegna,CA,Villaperuccio - Tratalias,Rio Palmas,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),32.45,34.50,50.00,43.50,Irriguo,1947,1950,https://goo.gl/maps/fyfH8R58gFLMLkVWA
Govossai,40.130194,9.287889,0469_,Cagliari,Sardegna,NU,Fonni,Rio Govossai,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),33.11,35.39,3.60,918.12,Potabile,1947,1955,https://goo.gl/maps/yrwLuc4YwGzuB63d8
Casteldoria,40.889861,8.895833,0539_,Cagliari,Sardegna,SS,Santa Maria Coghinas,Coghinas,A gravità ordinaria in calcestruzzo (a.1.1.),26.60,35.50,8.20,26.00,Idroelettrico,1949,1963,https://goo.gl/maps/BPcfsh9rSENcaoFe7
Monte Su Rei,39.607167,9.259306,0572_,Cagliari,Sardegna,CA,Siurgus Donigala,Rio Mulargia,Ad arco gravità (a.2.2.),94.00,99.00,332.00,258.00,Irriguo,1951,1958,https://goo.gl/maps/qcSqcJ4KeMqr53PY9
Donegani,39.542028,8.549722,0579_,Cagliari,Sardegna,CA,Arbus,Rio Tuvu Mannu,A gravità ordinaria in calcestruzzo (a.1.1.),28.00,34.00,0.31,308.89,Potabile,1949,1950,https://goo.gl/maps/HdbfbsnChh5paJ7m9
Bidighinzu,40.556972,8.662278,0602_,Cagliari,Sardegna,SS,Bessude,Rio Bidighinzu,A gravità ordinaria in calcestruzzo (a.1.1.),39.50,43.00,12.55,330.00,Potabile,1952,1959,https://goo.gl/maps/t8E9JJfPPNpk2AdMA
Liscia,41.014889,9.274583,0635_,Cagliari,Sardegna,SS,Luras,Liscia,A gravità a speroni con vani interni (a.1.2.),65.00,69.00,105.12,176.50,Potabile,1958,1962,https://goo.gl/maps/sHS8sYkyaxSR2fTW7
Monteponi,39.334417,8.494361,0641_,Cagliari,Sardegna,CA,Iglesias,Rio Bellicai,Ad arco gravità (a.2.2.),30.00,33.50,0.98,365.50,Irriguo,1953,1954,https://goo.gl/maps/1UFPqna2C6A4x2Gj8
Nuraghe Arrubiu,39.662694,9.311611,0649_,Cagliari,Sardegna,NU,Nurri,Flumendosa,Ad arco gravità (a.2.2.),112.00,119.00,299.26,267.00,Irriguo,1953,1959,https://goo.gl/maps/XNSf9FU1uWqeeN6y6
Cuga,40.611583,8.449861,0653_,Cagliari,Sardegna,SS,Uri,Rio Cuga,Di pietrame con manto (b.3.),45.39,54.50,34.92,113.00,Irriguo,1956,1974,https://goo.gl/maps/xkjJWc9otUGroQ528
Sos Canales,40.553500,9.313722,0662_,Cagliari,Sardegna,SS,Budduso',Tirso,A gravità a speroni pieni (a.1.2.),47.00,51.00,4.34,709.00,Potabile,1956,1959,https://goo.gl/maps/aye3hFow2RKY7Qg87
Bosa - Monte Crispu,40.333083,8.535278,0668_,Cagliari,Sardegna,OR,Bosa,Temo,Ad arco gravità (a.2.2.),57.00,62.00,28.85,68.15,Laminazione,1956,1961,https://goo.gl/maps/Be3AaxwMgYBipqr36
Maccheronis (dati a fine lavori),40.639639,9.606778,0688_,Cagliari,Sardegna,NU,Torpe',Posada,A gravità ordinaria in calcestruzzo (a.1.1.),32.00,47.00,32.29,44.79,Irriguo,1956,1960,https://goo.gl/maps/pnGXGN8zsfA7aGVf7
Assemini - Gutturu Mannu,39.162389,8.908472,0702_,Cagliari,Sardegna,CA,Uta - Assemini,Rio Gutturu Mannu,A gravità ordinaria in calcestruzzo (a.1.1.),20.50,21.50,0.20,151.00,Irriguo,1956,1957,https://goo.gl/maps/N6KoTLPxL6pfgfSYA
Punta Gennarta,39.333444,8.546833,0745_,Cagliari,Sardegna,CA,Iglesias,Rio Canonica,A cupola (a.2.3.),57.00,60.50,12.60,255.00,Irriguo,1959,1964,https://goo.gl/maps/nHzWMF8jAd61cwP5A
Rio Leni,39.418611,8.717028,0921_,Cagliari,Sardegna,CA,Villacidro,Rio Leni e Rio Bidda Scema,Di terra con manto (b.3.),54.30,54.89,20.00,243.24,Irriguo,1976,1987,https://goo.gl/maps/uPa69XMjumERBmCT6
Sa Forada De S'Acqua,39.537639,8.971333,0935_,Cagliari,Sardegna,CA,Furtei,Rio Sa Forada,Di pietrame con manto (b.3.),27.00,27.00,1.41,189.00,Irriguo,1960,1962,https://goo.gl/maps/CKGMd4aqNHZRPQ4w9
Coddu de Sa Cresia,39.111250,9.003306,0953_,Cagliari,Sardegna,CA,Sarroch,Rio Flumini de Binu,Di terra omogenea (b.1.),17.52,17.52,0.25,35.00,Irriguo,,,https://goo.gl/maps/UB6EfLB7H4fixdGv8
Rio Torrei,40.057944,9.202278,1005_,Cagliari,Sardegna,NU,Tiana,Rio Torrei,A gravità ordinaria in calcestruzzo (a.1.1.),43.00,47.00,0.96,866.50,Potabile,1970,1976,https://goo.gl/maps/BxJQFwP89jAdLcf9A
Monte Lerno,40.591000,9.151861,1006_,Cagliari,Sardegna,SS,Pattada,Rio Mannu di Pattada,A gravità ordinaria in calcestruzzo (a.1.1.),61.50,67.50,76.00,560.50,Irriguo,1971,1980,https://goo.gl/maps/zwXejDobezMu8gQFA
Alto Temo,40.478417,8.564000,1039_,Cagliari,Sardegna,SS,Monteleone Rocca Doria,Temo,A gravità a speroni pieni (a.1.2.),54.10,58.00,90.96,225.00,Irriguo,1971,1984,https://goo.gl/maps/9RdVTBzjidmeSKhQ8
Sarroch,39.086833,8.993278,1094_,Cagliari,Sardegna,CA,Sarroch,Rio Bacch 'e linna,Di terra omogenea (b.1.),22.80,22.80,0.28,83.00,Irriguo,1970,1976,https://goo.gl/maps/9wsgCFFwkpnE5V1Q8
Bau Pressiu,39.188056,8.765361,1095_,Cagliari,Sardegna,CA,Siliqua,Rio Mannu di Narcao,A gravità a speroni pieni (a.1.2.),52.89,59.00,8.50,249.00,Potabile,1968,1972,https://goo.gl/maps/AiZaT8jbdtC97ey6A
Minghetti,40.447614,9.442034,1121_,Cagliari,Sardegna,NU,Lula,Rio Istitti,A gravità ordinaria in calcestruzzo (a.1.1.),25.00,28.00,0.90,363.00,Industriale,1963,1964,https://goo.gl/maps/nvQC9bfBg5iDZU4fA
Rio Coxinas,39.462389,8.710944,1130_,Cagliari,Sardegna,CA,Villacidro,Rio Coxinas,A gravità ordinaria in calcestruzzo (a.1.1.),22.30,23.19,0.19,504.00,Irriguo,1966,1967,https://goo.gl/maps/3aKYx7A3zVCWhj1SA
Pedra 'e Othoni,40.329278,9.545806,1141_,Cagliari,Sardegna,NU,Dorgali,Cedrino,Di pietrame con manto (b.3.),73.70,81.70,20.20,103.00,Laminazione,1964,1994,https://goo.gl/maps/S5mndmmRTNhLnyZA9
Surigheddu,40.590806,8.393722,1172_,Cagliari,Sardegna,SS,Alghero,Rio Quidongias,Di terra omogenea (b.1.),15.75,16.00,1.93,42.00,Irriguo,1966,1968,https://goo.gl/maps/rWFeLP2hx7beY7pc6
Sinnai,39.334361,9.240222,1192_,Cagliari,Sardegna,CA,Sinnai,Rio Santu Barzolu,A gravità ordinaria in calcestruzzo (a.1.1.),25.19,29.19,0.21,289.00,Potabile,1967,1969,https://goo.gl/maps/HSAwKGDLbBz44zsXA
Santa Lucia,39.963167,9.603694,1255_,Cagliari,Sardegna,NU,Villagrande Strisaili,Rio Sa Teula,A gravità ordinaria in calcestruzzo (a.1.1.),,28.50,43.00,3.70,"59.39",,1978,"1985"
Monti Nieddu (dati a fine costruzione),39.066722,8.962750,1293_,Cagliari,Sardegna,CA,Sarroch,Rio Monti Nieddu,A gravità ordinaria in calcestruzzo (a.1.1.),77.54,83.10,36.00,141.19,Irriguo,1998,,https://goo.gl/maps/vvq9YxugQuaRTnus5
Medau Zirimilis,39.240361,8.830611,1298_,Cagliari,Sardegna,CA,Siliqua,Rio Casteddu,Di pietrame con manto (b.3.),52.00,53.00,17.19,145.50,Irriguo,1981,1990,https://goo.gl/maps/dVZ9nSWafUVk8x7h6
Carru Segau,39.232339,8.823638,1298A,Cagliari,Sardegna,CA,Siliqua,Lago di Medau Zirimilis,Di pietrame con manto (b.3.),20.00,20.00,17.19,145.50,Irriguo,1981,1990,https://goo.gl/maps/GTjCGKsbEpnqRgbq6
Rio Perdosu,38.941722,8.928222,1419_,Cagliari,Sardegna,CA,Pula,Rio Perdosu,A gravità ordinaria in calcestruzzo (a.1.1.),20.00,23.00,0.35,51.00,Potabile,1972,1976,https://goo.gl/maps/CCDFeKCpyK7DR3w2A
Cantoniera,40.013485,8.858686,1436_,Cagliari,Sardegna,OR,Busachi,Tirso,A gravità a speroni pieni (a.1.2.),93.25,100.00,748.20,116.50,Irriguo,1982,1996,https://goo.gl/maps/rVe2gRCpUNKQwu9c7
Nuraghe Pranu Antoni,40.001139,8.844222,1438_,Cagliari,Sardegna,OR,Fordongianus,Tirso,Traversa in calcestruzzo (c.),20.80,22.80,9.00,45.00,Irriguo,1975,1983,https://goo.gl/maps/ufFtZiquY3A6UQay6
Flumineddu,39.714611,9.386528,1466_,Cagliari,Sardegna,NU,Ulassai - Seui,Rio Flumineddu,A gravità ordinaria in calcestruzzo (a.1.1.),40.29,45.29,1.94,276.50,Irriguo,1976,1984,https://goo.gl/maps/ycHFCbFSp5qxcUmA8
Simbirizzi,39.254917,9.208500,1495_,Cagliari,Sardegna,CA,Quartu Sant'Elena,Stagno Simbirizzi,A gravità ordinaria in calcestruzzo (a.1.1.),12.56,22.00,30.30,32.50,Irriguo,1978,1985,https://goo.gl/maps/rgppU4PAm2NhNarE8
Genna Is Abis,39.283528,8.891389,1519_,Cagliari,Sardegna,CA,Villaspeciosa - Uta,Cixerri,A gravità ordinaria in calcestruzzo (a.1.1.),24.00,26.00,25.41,39.00,Irriguo,1980,1992,https://goo.gl/maps/AuzK3RMkBiVP4zu77
Is Barrocus,39.749428,9.088749,1572_,Cagliari,Sardegna,NU,Isili,Fluminimannu di Cagliari,A gravità ordinaria in calcestruzzo (a.1.1.),35.00,38.50,12.24,413.00,Potabile,1985,1991,https://goo.gl/maps/WQ53HEG87xfQLZHs8
Monti di Deu,40.890840,9.162715,1595_,Cagliari,Sardegna,SS,Tempio Pausania,Rio Pagghiolu,A gravità ordinaria in calcestruzzo (a.1.1.),45.50,41.50,3.19,514.00,Industriale,1987,2006,https://goo.gl/maps/o2p1f1WTtoQfFcZv9
Rio Olai,40.141250,9.328417,1619_,Cagliari,Sardegna,NU,Orgosolo,Rio Olai,A gravità ordinaria in calcestruzzo (a.1.1.),51.60,54.60,16.20,933.00,Potabile,1989,2002,https://goo.gl/maps/giyodi45wq8RWrRGA
Cumbidanovu (dati a fine costruzione),40.215083,9.366167,1670_,Cagliari,Sardegna,NU,Orgosolo,Cedrino,A gravità ordinaria in calcestruzzo (a.1.1.),67.17,73.17,9.92,406.64,Irriguo,1989,,https://goo.gl/maps/hzJs9g9AcBSUT5Px9
Rio Is Canargius (dati a fine costruzione),39.073250,8.919889,1721_,Cagliari,Sardegna,CA,Villa San Pietro,Rio Is Canargius,Traversa in calcestruzzo (c.),24.50,24.87,0.24,162.50,Irriguo,2000,,https://goo.gl/maps/vAHwCwChRoJP66sr6
Caprera,41.219528,9.463556,1811_,Cagliari,Sardegna,SS,La Maddalena,Fosso Stefano,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),16.69,17.50,0.40,30.70,Potabile,1915,1916,https://goo.gl/maps/Nk2w43siu3TAjT2V9
Rio Minore di Ittiri,40.593278,8.580361,1834_,Cagliari,Sardegna,SS,Ittiri,Rio Minore di Ittiri,Traversa in calcestruzzo (c.),15.50,15.69,0.50,344.69,Irriguo,1999,2003,https://goo.gl/maps/A1HynmdT2Fyv4o1R7
Trepido',39.205979,16.678533,0085_,Cosenza,Calabria,CS,San Giovanni in Fiore,Ampollino,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),32.50,38.60,66.87,,Idroelettrico,1923,1927,https://goo.gl/maps/bDmP2sZ22E76gCJs8
Orichella,39.192342,16.727573,0135_,Cosenza,Calabria,CS,San Giovanni in Fiore,Ampollino,Ad arco semplice (a.2.2.),26.10,36.20,0.23,795.89,Idroelettrico,1926,1928,https://goo.gl/maps/2dr8dWpq7dPkuRb16
Nocelle,39.245399,16.545509,0181_,Cosenza,Calabria,CS,San Giovanni in Fiore,Arvo,Di terra e/o pietrame con nucleo verticale (b.2.),25.50,34.70,84.10,,Idroelettrico,1927,1931,https://goo.gl/maps/RaDXHTC8Smzbz2ak7
Poverella,39.178470,16.491083,0243_,Cosenza,Calabria,CS,Parenti,Savuto,A gravità ordinaria in calcestruzzo (a.1.1.),16.69,21.70,1.12,,Idroelettrico,1937,1939,https://goo.gl/maps/3fbHRs46pMap5cgr6
Ariamacina,39.330875,16.552393,0266_,Cosenza,Calabria,CS,Spezzano Piccolo,Neto,A gravità ordinaria in calcestruzzo (a.1.1.),9.69,14.55,1.86,,Idroelettrico,1958,1960,https://goo.gl/maps/QRkNPpDX37qBD6dU9
Mamone - Alaco,38.596325,16.425150,0339_,Cosenza,Calabria,CZ,San Sostene,Alaco,A gravità ordinaria in calcestruzzo (a.1.1.),46.35,49.60,31.37,990.00,Potabile,1985,2002,https://goo.gl/maps/akixetxeGEV3KuNg8
Cecita,39.399698,16.536814,0492_,Cosenza,Calabria,CS,Celico,Mucone,Ad arco gravità (a.2.2.),50.00,55.00,108.21,,Idroelettrico,1950,1951,https://goo.gl/maps/VaBTdchNT1M3rnp98
Monte Marello,38.748058,16.231407,0743_,Cosenza,Calabria,VV,Maierato,Angitola,Di terra e/o pietrame con nucleo verticale (b.2.),28.80,29.80,21.00,44.20,Irriguo,1960,1966,https://goo.gl/maps/nEnWjFN8CBBqbGACA
Tarsia,39.613954,16.307312,0751_,Cosenza,Calabria,CS,Tarsia,Crati,Traversa in calcestruzzo (c.),16.10,21.10,16.00,57.85,Irriguo,1960,1966,https://goo.gl/maps/kWbewCMn6rst98tdA
Farneto del Principe,39.651375,16.162829,1077_,Cosenza,Calabria,CS,Roggiano Gravina,Esaro,Di terra e/o pietrame con nucleo verticale (b.2.),27.69,30.69,38.85,139.69,Irriguo,1972,1989,https://goo.gl/maps/bb1TucCwsGYNYgdu5
Redisole,39.334693,16.644707,1098_,Cosenza,Calabria,CS,San Giovanni in Fiore,Torrente Fiumarella,Di pietrame con manto (b.3.),40.39,41.00,1.53,,Irriguo,1981,1992,https://goo.gl/maps/Eywb7nru7acs87R2A
Votturino,39.299722,16.562532,1099_,Cosenza,Calabria,CS,San Giovanni in Fiore,Ceraso,A gravità ordinaria in calcestruzzo (a.1.1.),24.10,29.69,3.12,,Irriguo,1968,1972,https://goo.gl/maps/e2UWYeRZzCt7YHwR7
Castagnara - Metramo,38.456904,16.225621,1196_,Cosenza,Calabria,RC,Galatro,Metramo,Di terra e/o pietrame con nucleo verticale (b.2.),95.50,100.50,27.23,886.50,Irriguo,1981,1994,https://goo.gl/maps/dfrQ1tzfyAYkDKaK9
Timpa di Pantaleo,38.293289,16.279428,1264_,Cosenza,Calabria,RC,Siderno,Lordo,Di terra e/o pietrame con nucleo verticale (b.2.),43.29,49.79,8.80,85.70,Irriguo,1983,1993,https://goo.gl/maps/64CXDKcMSuM3HJKw6
Vasca Sant'Anna,39.001609,17.060859,1343_,Cosenza,Calabria,KR,Isola di Capo Rizzuto,Soleo e Tacina,Di terra e/o pietrame con nucleo verticale (b.2.),16.39,19.89,16.00,174.69,Irriguo,1976,1983,https://goo.gl/maps/dPuktLuEouYuvhjT8
Passante,39.091596,16.523995,1365_,Cosenza,Calabria,CZ,Taverna - Sorbo San Basile,Passante,A gravità ordinaria in calcestruzzo (a.1.1.),64.90,71.00,38.35,,Idroelettrico,1971,1976,https://goo.gl/maps/vX56kxZJ8S1v7FDj8
Migliarite,39.156302,16.727033,1366_,Cosenza,Calabria,KR,Cotronei,Migliarite,A gravità ordinaria in calcestruzzo (a.1.1.),33.50,35.00,0.36,795.89,Idroelettrico,1973,1977,https://goo.gl/maps/4kujPmdDAfEnHdwB6
Menta,38.124755,15.899319,1544_,Cosenza,Calabria,RC,Roccaforte del Greco,Menta,Di pietrame con manto (b.3.),86.84,90.00,18.70,,Potabile,1985,2000,https://goo.gl/maps/QgTwKSUyMmc3WNRZ7
Mormanno,39.876461,16.002079,1585B,Cosenza,Calabria,CS,Mormanno,Battendiero,A gravità ordinaria in calcestruzzo (a.1.1.),13.60,19.10,1.14,787.00,Idroelettrico,1990,1995,https://goo.gl/maps/oiEjHWPfjBHQb2JT9
Satriano,38.662413,16.447548,1591A,Cosenza,Calabria,CZ,Satriano - Gagliato,Ancinale,A gravità ordinaria in calcestruzzo (a.1.1.),19.50,25.00,0.14,291.00,Idroelettrico,1986,1993,https://goo.gl/maps/7nMYepz8tYeUuWN66
Santa Maria,44.152006,11.151621,0061A,Firenze,Emilia Romagna,BO,Castiglione dei Pepoli,Brasimone,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),20.00,23.00,0.21,520.25,Idroelettrico,1916,1917,https://goo.gl/maps/CtupEQVDKJiXdFbA6
Scalere,44.128928,11.116651,0061B,Firenze,Emilia Romagna,BO,Camugnano,Brasimone,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),38.00,40.00,6.28,845.17,Idroelettrico,1910,1911,https://goo.gl/maps/XtEj8DkucE3REUp99
Pavana,44.118420,11.003573,0067_,Firenze,Emilia Romagna,BO,Castel di Casio,Limentra di Sanbuca,A volte sostenute da contrafforti (a.1.2.),52.00,54.00,0.90,470.00,Idroelettrico,1923,1925,https://goo.gl/maps/iUnFCLKUS9bUxWZH8
Suviana,44.134502,11.040881,0068_,Firenze,Emilia Romagna,BO,Castel di Casio,Limentra di Treppio,A gravità ordinaria in calcestruzzo (a.1.1.),89.00,96.50,43.85,470.00,Idroelettrico,1926,1932,https://goo.gl/maps/Vt1VoTYPnzorEYQz8
Gangheri,44.050240,10.397096,0072_,Firenze,Toscana,LU,Vergemoli - Gallicano,Turrite di Gallicano,Ad arco semplice (a.2.2.),40.00,42.00,0.87,298.00,Idroelettrico,1915,1921,https://goo.gl/maps/UAQoYAnirGLq5L41A
Corfino,44.159799,10.386410,0073_,Firenze,Toscana,LU,Villa Collemandina,Corfino,Ad arco semplice (a.2.2.),37.00,38.50,0.74,502.72,Idroelettrico,1913,1914,https://goo.gl/maps/YPHQLhwQ6o138FXV8
Pontecosi,44.126381,10.393378,0074_,Firenze,Toscana,LU,Pieve Fosciana,Serchio,A gravità ordinaria in calcestruzzo (a.1.1.),24.00,33.00,2.95,311.00,Idroelettrico,1922,1925,https://goo.gl/maps/nGBVspE2bKgNhCNC8
Quarto,43.890064,12.085623,0094_,Firenze,Emilia Romagna,FO,Sarsina,Savio,A gravità ordinaria in calcestruzzo (a.1.1.),15.00,20.10,4.47,317.80,Idroelettrico,1924,1925,https://goo.gl/maps/8c2apWH5ZboU82hF8
Tistino,44.080421,10.767366,0170_,Firenze,Toscana,PT,San Marcello Piteglio,Lima,A gravità ordinaria in calcestruzzo (a.1.1.),28.50,34.00,0.57,530.00,Idroelettrico,1927,1929,https://goo.gl/maps/BoQ7769ytsDLFyGS7
Lago Fabio,43.043570,11.345547,0256_,Firenze,Toscana,GR,Civitella Paganico,Gualche,Di terra omogenea (b.1.),18.00,20.00,0.42,127.00,Irriguo,,1931,https://goo.gl/maps/A21VRZxqa2y3V1kd8
La Lima,44.065877,10.766069,0302_,Firenze,Toscana,PT,San Marcello Piteglio,Lima,A gravità ordinaria in calcestruzzo (a.1.1.),18.00,21.78,0.60,463.42,Idroelettrico,1930,1935,https://goo.gl/maps/dcofMS6S3CUK2Buw9
Verdiana,44.077988,10.813715,0313_,Firenze,Toscana,PT,San Marcello Piteglio,Verdiana,Di pietrame con manto (b.3.),27.35,29.75,0.11,776.64,Idroelettrico,1932,1940,https://goo.gl/maps/v8PJcaZNgwWdNyKU8
Rocchetta,44.325820,9.848270,0315_,Firenze,Toscana,MS,Pontremoli,Teglia,Ad arco semplice (a.2.2.),69.70,76.00,5.10,403.50,Idroelettrico,1934,1937,https://goo.gl/maps/F67N2TdHeyojgVrUA
Poggio Perotto,42.614452,11.255265,0337_,Firenze,Toscana,GR,Magliano in Toscana,Serra,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),26.00,29.10,4.34,78.79,Irriguo,1935,1938,https://goo.gl/maps/YGbbDQLE2hQwEeSaA
Isola Santa,44.065829,10.314843,0417A,Firenze,Toscana,LU,Careggine,Turrite Secca,A gravità ordinaria in calcestruzzo (a.1.1.),38.00,38.00,0.79,537.39,Idroelettrico,1948,1950,https://goo.gl/maps/EngUkvZVPB6Ef4rY9
Turrite Cava,44.028643,10.490481,0417B,Firenze,Toscana,LU,Borgo a Mozzano,Turrite Cava,A gravità ordinaria in calcestruzzo (a.1.1.),35.38,39.00,1.38,168.40,Idroelettrico,1940,1941,https://goo.gl/maps/FUTxouCy1mRLd9fV7
La Penna,43.501263,11.739100,0432_,Firenze,Toscana,AR,Laterina,Arno,A gravità ordinaria in calcestruzzo (a.1.1.),30.00,36.29,16.00,203.50,Idroelettrico,1955,1956,https://goo.gl/maps/RgULuDjrjqcUWfR18
Giaredo,44.363903,9.826419,0466_,Firenze,Toscana,MS,Zeri - Pontremoli,Gordana,Ad arco semplice (a.2.2.),25.60,27.50,0.13,362.00,Idroelettrico,1940,1941,https://goo.gl/maps/M8ExUVRxbZAd6CnTA
Vagli,44.127195,10.305888,0472_,Firenze,Toscana,LU,Careggine,Edron,A gravità ordinaria in calcestruzzo (a.1.1.),88.00,95.50,34.00,560.00,Idroelettrico,1941,1953,https://goo.gl/maps/T2hortNBqnwdP6Ls8
Gramolazzo,44.169693,10.255600,0607_,Firenze,Toscana,LU,Minucciano,Acqua Bianca,A gravità ordinaria in calcestruzzo (a.1.1.),34.00,37.50,3.80,601.00,Idroelettrico,1950,1952,https://goo.gl/maps/41FwLZiGn3xvwW9G8
Vinchiana,43.930220,10.534765,0614A,Firenze,Toscana,LU,Lucca,Serchio,A gravità a speroni pieni (a.1.2.),22.19,22.50,0.12,90.84,Idroelettrico,1951,1952,https://goo.gl/maps/wBUDjVod76x5FUy8A
Vicaglia,44.227439,10.343860,0679_,Firenze,Toscana,LU,Sillano,Fosso a Corte,A gravità ordinaria in calcestruzzo (a.1.1.),53.00,56.20,0.84,935.39,Idroelettrico,1955,1957,https://goo.gl/maps/8sh6anqnuh5hp9NFA
Calvanella,43.869535,11.350329,0682_,Firenze,Toscana,FI,Pontassieve,Rio Calvanella,A gravità ordinaria in calcestruzzo (a.1.1.),23.89,27.67,0.32,530.00,Potabile,1958,1962,https://goo.gl/maps/DasZ4FPSrw8k8QEE9
Levane,43.510231,11.633658,0684_,Firenze,Toscana,AR,Montevarchi,Arno,A gravità ordinaria in calcestruzzo (a.1.1.),24.00,32.54,4.90,167.50,Idroelettrico,1956,1957,https://goo.gl/maps/C4eTxsqd8rjoKc9F9
San Cipriano,43.575537,11.488078,0730_,Firenze,Toscana,AR,Cavriglia,Borro San Cipriano,Di terra e/o pietrame con nucleo inclinato (b.2.),16.50,16.50,3.34,153.00,Industriale,1956,1958,https://goo.gl/maps/8xYgxupBzNfF9BrX6
Santa Luce,43.440487,10.509591,0738_,Firenze,Toscana,PI,Santa Luce,Fine,Di terra e/o pietrame con nucleo verticale (b.2.),20.30,23.00,5.28,51.00,Industriale,1958,1960,https://goo.gl/maps/dhNbeGicPamP3Eac8
